,lab,no_seats,simul_users,tot_no_sess,tot_no_users,hours_per_seat,sess_per_seat,avg_min_sess,tot_hrs_per_lab,date,type
5046,acs-treetop,13,13,605,322,20.1,46,26,261.3,2014-10-05,Windows
1441,acs-cpmc204,2,1,3,2,0.1,1,3,0.2,2014-10-05,Mac
1442,acs-gh145,1,1,3,2,0.1,3,1,0.1,2014-10-05,Mac
5045,acs-sungod,9,9,691,457,21.8,76,17,196.2,2014-10-05,Windows
1444,acs-gh18b,11,3,37,18,0.8,3,16,8.8,2014-10-05,Mac
1445,acs-gl1w,18,18,483,338,13.3,26,30,239.4,2014-10-05,Mac
1446,acs-hss6033,1,1,17,11,4.0,17,14,4.0,2014-10-05,Mac
1447,acs-manb114,2,2,6,4,0.7,3,14,1.4,2014-10-05,Mac
1448,acs-manb206,38,25,232,207,5.1,6,51,193.8,2014-10-05,Mac
1449,acs-may2110,1,1,1,1,1.0,1,60,1.0,2014-10-05,Mac
1450,acs-may2130,2,1,2,2,0.0,1,1,0.0,2014-10-05,Mac
1440,acs-cpmc201,1,1,2,2,2.5,2,74,2.5,2014-10-05,Mac
1451,acs-may2326,2,2,2,1,0.1,1,3,0.2,2014-10-05,Mac
1453,acs-osb10,1,1,5,3,1.1,5,12,1.1,2014-10-05,Mac
1454,acs-pch240,6,6,12,11,1.1,2,32,6.6,2014-10-05,Mac
1455,acs-pch264,23,11,218,131,5.3,9,35,121.9,2014-10-05,Mac
1456,acs-pch440,1,1,1,1,0.8,1,48,0.8,2014-10-05,Mac
1457,acs-raza,8,4,59,36,1.8,7,15,14.4,2014-10-05,Mac
1458,acs-rcl,1,1,101,82,14.5,101,8,14.5,2014-10-05,Mac
1459,acs-rh228,4,2,10,9,0.9,2,27,3.6,2014-10-05,Mac
1460,acs-rimac,3,3,61,52,4.0,20,12,12.0,2014-10-05,Mac
1461,acs-sungod,9,9,483,336,17.5,53,19,157.5,2014-10-05,Mac
1462,acs-va228,20,20,54,46,3.2,2,95,64.0,2014-10-05,Mac
1452,acs-may4623,24,24,168,74,11.4,7,97,273.6,2014-10-05,Mac
1439,acs-cntr315,25,25,151,114,3.3,6,33,82.5,2014-10-05,Mac
1443,acs-gh18a,4,2,15,6,2.9,3,57,11.6,2014-10-05,Mac
1437,ALL-MAC,225,77,2400,1574,5.2,10,31,1170.0,2014-10-05,Mac
5047,acs-triton,28,27,2660,1573,24.4,95,15,683.2,2014-10-05,Windows
5048,acs-va228,5,5,7,3,0.2,1,10,1.0,2014-10-05,Windows
5049,acs-va231,2,2,5,4,0.3,2,10,0.6,2014-10-05,Windows
5050,acs-vilb3w,2,2,298,180,11.2,149,4,22.4,2014-10-05,Windows
5051,acs-wlh2211,16,15,130,96,11.3,8,84,180.8,2014-10-05,Windows
5052,acs-wlh2212,20,10,101,44,4.5,5,54,90.0,2014-10-05,Windows
1438,acs-blb,5,3,45,21,9.1,9,60,45.5,2014-10-05,Mac
5054,acs-wlh2214,2,2,3,3,0.9,1,53,1.8,2014-10-05,Windows
5055,acs-wlh2215,15,15,75,63,6.6,5,79,99.0,2014-10-05,Windows
5056,acs-wlh2216,1,1,1,1,1.4,1,81,1.4,2014-10-05,Windows
5057,acs-wlh2217a,7,3,18,7,2.1,2,63,14.7,2014-10-05,Windows
5053,acs-wlh2213a,15,15,309,156,21.8,20,65,327.0,2014-10-05,Windows
5059,acs-yh1146,2,1,2,2,10.0,1,600,20.0,2014-10-05,Windows
5060,acs-yh1322,3,3,7,1,15.4,2,462,46.2,2014-10-05,Windows
5061,acs-yh1344,5,3,12,8,2.0,2,60,10.0,2014-10-05,Windows
5062,acs-yh2310,1,1,3,2,20.1,3,402,20.1,2014-10-05,Windows
5063,acs-yh2332,1,1,2,1,4.3,2,129,4.3,2014-10-05,Windows
5064,acs-yh2410,7,7,30,23,3.6,4,53,25.2,2014-10-05,Windows
5065,acs-yh2432,7,7,33,23,4.0,4,60,28.0,2014-10-05,Windows
5066,acs-yh3020,4,2,6,3,0.1,1,9,0.4,2014-10-05,Windows
5067,acs-yh3136,1,1,24,15,4.5,24,11,4.5,2014-10-05,Windows
5068,acs-yh4124,16,15,34,23,3.3,2,99,52.8,2014-10-05,Windows
5058,acs-wlh2217c,2,1,2,2,0.0,1,1,0.0,2014-10-05,Windows
4765,acs-courtrm,7,7,57,2,0.3,8,1,2.1,2014-10-12,Windows
4764,acs-ccc,3,3,106,53,2.4,35,4,7.2,2014-10-12,Windows
4763,acs-bh1449,1,1,1,1,0.1,1,4,0.1,2014-10-12,Windows
4762,acs-b349,28,25,590,313,14.3,21,40,400.4,2014-10-12,Windows
4766,acs-csb115,30,29,212,125,4.0,7,34,120.0,2014-10-12,Windows
4760,acs-apm3402,29,29,106,54,3.1,3,61,89.9,2014-10-12,Windows
4759,acms-ga,110,89,4603,1560,29.0,41,42,3190.0,2014-10-12,Windows
4758,ALL-XP,1035,481,25259,8334,13.1,24,32,13558.5,2014-10-12,Windows
4757,ALL-VLAB,110,89,4603,1560,29.0,41,42,3190.0,2014-10-12,Windows
4761,acs-apm3432,43,19,452,248,3.2,10,19,137.6,2014-10-12,Windows
4767,acs-cseb220,20,4,81,59,3.3,4,49,66.0,2014-10-12,Windows
4787,acs-hh1155,1,1,2,2,0.5,2,14,0.5,2014-10-12,Windows
4769,acs-ebu2-127,2,2,7,7,3.1,3,61,6.2,2014-10-12,Windows
1354,acs-may2110,8,6,54,49,7.0,6,70,56.0,2014-10-12,Mac
4820,acs-wlh2216,3,1,5,2,0.7,1,44,2.1,2014-10-12,Windows
4821,acs-wlh2217a,10,10,68,36,7.3,6,73,73.0,2014-10-12,Windows
4822,acs-wlh2217c,5,5,53,32,5.1,10,30,25.5,2014-10-12,Windows
4823,acs-yh1146,2,2,4,2,10.1,2,301,20.2,2014-10-12,Windows
4824,acs-yh1322,1,1,2,1,0.2,2,7,0.2,2014-10-12,Windows
4825,acs-yh1344,3,3,5,3,3.2,1,192,9.6,2014-10-12,Windows
4826,acs-yh2310,1,1,2,1,5.3,2,160,5.3,2014-10-12,Windows
4827,acs-yh2332,1,1,2,1,4.9,2,146,4.9,2014-10-12,Windows
4828,acs-yh2410,7,7,51,35,15.9,7,135,111.3,2014-10-12,Windows
1353,acs-manb206,38,26,288,207,7.6,7,65,288.8,2014-10-12,Mac
4829,acs-yh2432,7,7,53,27,21.8,7,186,152.6,2014-10-12,Windows
4831,acs-yh3136,1,1,17,9,1.5,17,5,1.5,2014-10-12,Windows
4832,acs-yh4124,8,7,12,11,1.5,1,91,12.0,2014-10-12,Windows
1355,acs-may2130,3,1,4,2,0.1,1,3,0.3,2014-10-12,Mac
1356,acs-may2306,7,6,109,108,22.1,15,88,154.7,2014-10-12,Mac
1357,acs-may2326,8,7,102,100,15.3,12,76,122.4,2014-10-12,Mac
1358,acs-may4623,23,23,165,62,13.7,7,117,315.1,2014-10-12,Mac
1359,acs-osb10,1,1,3,3,1.4,3,27,1.4,2014-10-12,Mac
1360,acs-pch240,18,17,218,207,7.2,12,35,129.6,2014-10-12,Mac
1361,acs-pch264,24,23,361,192,8.8,15,35,211.2,2014-10-12,Mac
1362,acs-pch440,1,1,1,1,0.6,1,34,0.6,2014-10-12,Mac
4830,acs-yh3020,3,2,4,4,1.2,1,72,3.6,2014-10-12,Windows
1352,acs-manb114,1,1,1,1,0.4,1,26,0.4,2014-10-12,Mac
1351,acs-hss6033,1,1,12,9,0.7,12,3,0.7,2014-10-12,Mac
1350,acs-hh1155,1,1,2,2,0.0,2,1,0.0,2014-10-12,Mac
4818,acs-wlh2214,5,5,85,55,12.7,17,44,63.5,2014-10-12,Windows
4817,acs-wlh2213a,15,15,379,169,24.7,25,59,370.5,2014-10-12,Windows
4816,acs-wlh2212,20,18,291,108,15.3,14,65,306.0,2014-10-12,Windows
4815,acs-wlh2211,16,16,295,196,22.5,18,74,360.0,2014-10-12,Windows
4814,acs-vilb3w,2,2,321,218,14.8,160,5,29.6,2014-10-12,Windows
4813,acs-va231,2,1,3,3,0.1,1,3,0.2,2014-10-12,Windows
4812,acs-va228,5,5,10,10,1.7,2,49,8.5,2014-10-12,Windows
4811,acs-usrsrvs,1,1,8,7,1.8,8,13,1.8,2014-10-12,Windows
4810,acs-triton,28,28,2770,1626,28.2,98,17,789.6,2014-10-12,Windows
4809,acs-treetop,13,13,581,340,21.4,44,29,278.2,2014-10-12,Windows
4768,acs-cseb250,1,1,23,20,3.9,23,10,3.9,2014-10-12,Windows
1338,ALL-MAC,303,115,3181,2118,7.4,10,44,2242.2,2014-10-12,Mac
1339,acs-blb,5,3,43,30,9.8,8,73,49.0,2014-10-12,Mac
1340,acs-cntr315,25,24,170,131,4.1,6,40,102.5,2014-10-12,Mac
1341,acs-cpmc201,1,1,2,2,0.2,2,6,0.2,2014-10-12,Mac
1342,acs-cpmc204,10,7,23,3,0.3,2,9,3.0,2014-10-12,Mac
1343,acs-cpmc205,1,1,2,2,0.2,2,5,0.2,2014-10-12,Mac
1344,acs-cpmc206,1,1,1,1,0.2,1,12,0.2,2014-10-12,Mac
1345,acs-cpmc207,1,1,3,2,20.2,3,403,20.2,2014-10-12,Mac
1346,acs-gh145,1,1,1,1,0.1,1,3,0.1,2014-10-12,Mac
1347,acs-gh18a,4,3,9,2,1.6,2,48,6.4,2014-10-12,Mac
1348,acs-gh18b,10,4,43,24,1.2,4,18,12.0,2014-10-12,Mac
1349,acs-gl1w,18,18,447,303,21.4,24,53,385.2,2014-10-12,Mac
1363,acs-raza,8,5,79,47,3.9,9,26,31.2,2014-10-12,Mac
4819,acs-wlh2215,15,14,167,130,15.3,11,83,229.5,2014-10-12,Windows
1364,acs-rcl,1,1,134,109,13.6,134,6,13.6,2014-10-12,Mac
1366,acs-rimac,3,3,96,79,10.1,32,18,30.3,2014-10-12,Mac
4792,acs-may3543,1,1,8,3,0.5,8,3,0.5,2014-10-12,Windows
4791,acs-may2722,5,4,47,28,1.3,9,8,6.5,2014-10-12,Windows
4790,acs-may2544,15,14,171,151,19.5,11,106,292.5,2014-10-12,Windows
4789,acs-irps,10,10,365,131,10.7,36,17,107.0,2014-10-12,Windows
4788,acs-hss6033,2,2,35,17,2.6,17,9,5.2,2014-10-12,Windows
4786,acs-glbw,48,45,2194,866,21.7,45,28,1041.6,2014-10-12,Windows
4785,acs-gl2w,54,50,2924,1473,25.6,54,28,1382.4,2014-10-12,Windows
4784,acs-gl1t,40,36,1237,678,16.9,30,33,676.0,2014-10-12,Windows
4783,acs-gl1al,23,23,739,425,21.1,32,39,485.3,2014-10-12,Windows
4782,acs-erc117,30,28,562,381,9.8,18,32,294.0,2014-10-12,Windows
4793,acs-may3544,7,7,21,11,8.8,3,176,61.6,2014-10-12,Windows
4781,acs-econ304,19,14,183,47,4.9,9,32,93.1,2014-10-12,Windows
4779,acs-ebu3a161,27,25,276,130,8.2,10,49,221.4,2014-10-12,Windows
4778,acs-ebu3a108,6,5,15,8,3.3,2,98,19.8,2014-10-12,Windows
4777,acs-ebu2-b035,1,1,1,1,10.0,1,600,10.0,2014-10-12,Windows
4776,acs-ebu2-335,12,12,68,67,7.6,5,90,91.2,2014-10-12,Windows
4775,acs-ebu2-333,2,2,5,5,2.0,2,60,4.0,2014-10-12,Windows
4774,acs-ebu2-330,16,16,107,86,8.1,6,81,129.6,2014-10-12,Windows
4773,acs-ebu2-315,6,6,194,89,5.7,32,10,34.2,2014-10-12,Windows
4772,acs-ebu2-239,32,23,460,201,8.4,14,36,268.8,2014-10-12,Windows
4771,acs-ebu2-205,25,21,234,166,9.6,9,63,240.0,2014-10-12,Windows
4770,acs-ebu2-203,32,30,514,291,12.2,16,45,390.4,2014-10-12,Windows
4780,acs-econ100,20,14,240,135,6.2,12,30,124.0,2014-10-12,Windows
4794,acs-may3574,7,6,14,9,5.6,2,167,39.2,2014-10-12,Windows
4795,acs-moms,3,3,223,153,4.8,74,3,14.4,2014-10-12,Windows
4796,acs-nsb1111,1,1,3,2,0.4,3,7,0.4,2014-10-12,Windows
1367,acs-sungod,9,9,457,343,18.8,50,22,169.2,2014-10-12,Mac
1368,acs-va228,20,20,47,41,2.9,2,86,58.0,2014-10-12,Mac
1369,acs-vilb3w,2,2,235,168,14.8,117,7,29.6,2014-10-12,Mac
1370,acs-york1310,15,13,29,17,2.1,1,124,31.5,2014-10-12,Mac
1371,acs-york3060,15,15,16,16,2.4,1,142,36.0,2014-10-12,Mac
1372,acs-york3070,15,14,16,15,1.6,1,96,24.0,2014-10-12,Mac
1365,acs-rh228,4,1,8,5,0.5,2,14,2.0,2014-10-12,Mac
4807,acs-sme143,46,44,1402,340,30.4,30,60,1398.4,2014-10-12,Windows
4806,acs-seq142,26,19,218,143,5.0,8,37,130.0,2014-10-12,Windows
4808,acs-sungod,9,9,683,444,20.2,75,16,181.8,2014-10-12,Windows
4804,acs-rh228,1,1,6,2,4.0,6,40,4.0,2014-10-12,Windows
4803,acs-rcl,1,1,147,119,10.9,147,4,10.9,2014-10-12,Windows
4802,acs-pch104,8,5,198,68,1.5,24,3,12.0,2014-10-12,Windows
4801,acs-osb10,1,1,5,5,1.1,5,13,1.1,2014-10-12,Windows
4800,acs-nsb2319,4,3,10,8,0.8,2,22,3.2,2014-10-12,Windows
4799,acs-nsb2311,3,3,8,7,2.6,2,77,7.8,2014-10-12,Windows
4798,acs-nsb2303,36,11,153,63,3.6,4,53,129.6,2014-10-12,Windows
4797,acs-nsb1313a,4,4,6,1,1.5,1,91,6.0,2014-10-12,Windows
4805,acs-rimac,3,3,155,120,19.0,51,22,57.0,2014-10-12,Windows
1377,acs-cpmc204,4,4,7,4,9.3,1,560,37.2,2014-10-19,Mac
1376,acs-cpmc201,1,1,2,2,0.1,2,2,0.1,2014-10-19,Mac
1375,acs-cntr315,25,22,182,137,4.7,7,40,117.5,2014-10-19,Mac
1374,acs-blb,5,4,46,29,14.8,9,98,74.0,2014-10-19,Mac
1373,ALL-MAC,281,106,3337,2078,7.2,11,39,2023.2,2014-10-19,Mac
4880,acs-pch104,8,6,193,78,3.0,24,7,24.0,2014-10-19,Windows
4906,acs-yh2332,1,1,5,2,16.2,5,194,16.2,2014-10-19,Windows
4882,acs-rh228,1,1,5,2,5.6,5,67,5.6,2014-10-19,Windows
4911,acs-yh4124,13,11,32,20,2.6,2,77,33.8,2014-10-19,Windows
4833,ALL-VLAB,139,120,5508,1722,26.9,39,41,3739.1,2014-10-19,Windows
4834,ALL-XP,1084,526,26983,8633,14.1,24,35,15284.4,2014-10-19,Windows
4835,acms-ga,139,120,5508,1722,26.9,39,41,3739.1,2014-10-19,Windows
4836,acs-apm3402,23,19,29,25,1.4,1,85,32.2,2014-10-19,Windows
4837,acs-apm3432,41,19,400,237,3.8,9,25,155.8,2014-10-19,Windows
4838,acs-b349,28,28,693,358,20.2,24,50,565.6,2014-10-19,Windows
4839,acs-bh1309,1,1,1,1,0.0,1,1,0.0,2014-10-19,Windows
4840,acs-bh1329,1,1,1,1,0.1,1,7,0.1,2014-10-19,Windows
4841,acs-bh1413,1,1,3,3,0.2,3,5,0.2,2014-10-19,Windows
4842,acs-bh1449,1,1,1,1,0.5,1,29,0.5,2014-10-19,Windows
4910,acs-yh3136,1,1,13,6,8.9,13,41,8.9,2014-10-19,Windows
4843,acs-ccc,3,3,82,53,4.7,27,10,14.1,2014-10-19,Windows
4845,acs-cseb220,21,8,79,62,3.3,3,65,69.3,2014-10-19,Windows
4846,acs-cseb250,1,1,15,12,4.8,15,19,4.8,2014-10-19,Windows
4847,acs-ebu2-127,1,1,2,2,0.9,2,26,0.9,2014-10-19,Windows
4848,acs-ebu2-203,33,30,586,291,11.3,17,39,372.9,2014-10-19,Windows
4849,acs-ebu2-205,26,17,284,182,14.0,10,84,364.0,2014-10-19,Windows
4850,acs-ebu2-239,32,20,410,208,9.5,12,47,304.0,2014-10-19,Windows
4851,acs-ebu2-315,6,6,120,60,5.8,20,17,34.8,2014-10-19,Windows
4852,acs-ebu2-330,16,15,119,96,12.5,7,106,200.0,2014-10-19,Windows
4853,acs-ebu2-333,2,2,3,3,0.8,1,49,1.6,2014-10-19,Windows
4854,acs-ebu2-335,13,13,75,69,10.9,5,130,141.7,2014-10-19,Windows
4855,acs-ebu2-b035,1,1,1,1,0.0,1,2,0.0,2014-10-19,Windows
4844,acs-csb115,30,25,285,143,7.8,9,51,234.0,2014-10-19,Windows
4881,acs-rcl,1,1,186,145,10.3,186,3,10.3,2014-10-19,Windows
4909,acs-yh3020,16,7,38,19,3.3,2,99,52.8,2014-10-19,Windows
4907,acs-yh2410,7,7,70,33,16.2,10,96,113.4,2014-10-19,Windows
4883,acs-rimac,3,3,156,125,17.6,52,20,52.8,2014-10-19,Windows
4884,acs-seq142,26,24,195,129,4.2,7,36,109.2,2014-10-19,Windows
4885,acs-sme143,45,44,1510,375,27.9,33,50,1255.5,2014-10-19,Windows
4886,acs-sungod,9,9,674,451,27.7,74,22,249.3,2014-10-19,Windows
4887,acs-treetop,13,13,611,373,25.8,47,32,335.4,2014-10-19,Windows
4888,acs-triton,28,25,2634,1521,25.3,94,16,708.4,2014-10-19,Windows
4889,acs-usrsrvs,1,1,3,3,1.4,3,27,1.4,2014-10-19,Windows
4890,acs-va228,5,5,15,13,3.5,3,69,17.5,2014-10-19,Windows
4891,acs-va231,2,2,13,6,10.6,6,106,21.2,2014-10-19,Windows
4892,acs-vilb3w,2,2,396,277,15.3,198,4,30.6,2014-10-19,Windows
4893,acs-wlh2211,16,16,232,127,17.4,14,74,278.4,2014-10-19,Windows
4908,acs-yh2432,7,7,80,34,24.9,11,135,174.3,2014-10-19,Windows
4894,acs-wlh2212,20,19,199,90,14.1,9,94,282.0,2014-10-19,Windows
4896,acs-wlh2214,5,5,72,44,15.1,14,64,75.5,2014-10-19,Windows
4897,acs-wlh2215,15,15,121,76,9.9,8,74,148.5,2014-10-19,Windows
4898,acs-wlh2216,5,5,12,6,0.4,2,11,2.0,2014-10-19,Windows
4899,acs-wlh2217a,10,8,89,34,10.8,8,81,108.0,2014-10-19,Windows
4900,acs-wlh2217c,5,4,44,25,6.3,8,47,31.5,2014-10-19,Windows
4901,acs-yh1146,1,1,1,1,10.0,1,600,10.0,2014-10-19,Windows
4902,acs-yh1150,1,1,2,2,0.3,2,9,0.3,2014-10-19,Windows
4903,acs-yh1322,3,3,4,2,10.9,1,651,32.7,2014-10-19,Windows
4904,acs-yh1344,7,5,8,2,9.1,1,544,63.7,2014-10-19,Windows
4905,acs-yh2310,1,1,3,2,9.7,3,193,9.7,2014-10-19,Windows
1378,acs-cpmc207,1,1,1,1,10.0,1,600,10.0,2014-10-19,Mac
4895,acs-wlh2213a,15,15,331,150,29.1,22,79,436.5,2014-10-19,Windows
1379,acs-gh145,1,1,1,1,2.1,1,127,2.1,2014-10-19,Mac
4856,acs-ebu3a108,6,5,20,16,3.2,3,64,19.2,2014-10-19,Windows
1381,acs-gh18b,11,4,47,26,1.9,4,27,20.9,2014-10-19,Mac
1380,acs-gh18a,2,1,6,1,1.2,3,25,2.4,2014-10-19,Mac
1403,acs-york3070,7,7,7,7,0.4,1,25,2.8,2014-10-19,Mac
1402,acs-york1310,24,22,49,27,2.9,2,87,69.6,2014-10-19,Mac
1401,acs-vilb3w,2,2,309,223,15.0,154,5,30.0,2014-10-19,Mac
1400,acs-va228,18,15,85,43,3.6,4,54,64.8,2014-10-19,Mac
1399,acs-sungod,9,9,511,376,22.3,56,23,200.7,2014-10-19,Mac
1398,acs-rimac,3,3,117,98,14.3,39,22,42.9,2014-10-19,Mac
1397,acs-rh228,3,2,8,6,0.4,2,11,1.2,2014-10-19,Mac
1396,acs-rcl,1,1,163,133,16.3,163,5,16.3,2014-10-19,Mac
4879,acs-nsb2319,3,2,6,6,1.4,2,40,4.2,2014-10-19,Windows
1390,acs-may4623,25,24,165,57,14.7,6,146,367.5,2014-10-19,Mac
1393,acs-pch264,24,13,316,170,8.3,13,38,199.2,2014-10-19,Mac
1392,acs-pch240,18,16,137,133,5.3,7,45,95.4,2014-10-19,Mac
1391,acs-mgh2116,1,1,1,1,0.0,1,1,0.0,2014-10-19,Mac
1384,acs-hss6033,1,1,17,9,2.9,17,10,2.9,2014-10-19,Mac
1385,acs-manb114,12,12,92,76,3.4,7,29,40.8,2014-10-19,Mac
1386,acs-manb206,38,31,322,190,6.6,8,49,250.8,2014-10-19,Mac
1387,acs-may2110,3,1,3,3,0.1,1,4,0.3,2014-10-19,Mac
1388,acs-may2306,7,7,97,95,15.4,13,71,107.8,2014-10-19,Mac
1389,acs-may2326,8,7,83,80,9.6,10,57,76.8,2014-10-19,Mac
1394,acs-pch440,1,1,1,1,0.4,1,23,0.4,2014-10-19,Mac
4858,acs-econ100,20,9,278,141,7.3,13,33,146.0,2014-10-19,Windows
1395,acs-raza,8,4,83,60,5.1,10,30,40.8,2014-10-19,Mac
4860,acs-erc117,29,29,875,497,13.9,30,27,403.1,2014-10-19,Windows
4859,acs-econ304,19,13,176,57,11.0,9,73,209.0,2014-10-19,Windows
4875,acs-nsb1111,1,1,2,1,0.3,2,9,0.3,2014-10-19,Windows
4874,acs-nsb1103a,2,2,3,2,1.2,1,69,2.4,2014-10-19,Windows
4873,acs-moms,3,3,285,183,5.6,95,3,16.8,2014-10-19,Windows
4872,acs-may3574,5,3,9,4,6.0,1,357,30.0,2014-10-19,Windows
4871,acs-may3544,7,7,28,13,7.5,4,112,52.5,2014-10-19,Windows
4869,acs-may2722,6,6,60,41,3.3,10,19,19.8,2014-10-19,Windows
4868,acs-may2544,15,14,186,148,17.4,12,86,261.0,2014-10-19,Windows
4867,acs-irps,10,9,395,141,7.8,39,12,78.0,2014-10-19,Windows
4866,acs-hss6033,2,2,41,20,3.2,20,9,6.4,2014-10-19,Windows
4865,acs-hh1155,1,1,3,3,0.6,3,12,0.6,2014-10-19,Windows
4864,acs-glbw,53,47,2384,938,23.0,44,31,1219.0,2014-10-19,Windows
4870,acs-may3543,1,1,10,3,1.6,10,9,1.6,2014-10-19,Windows
4862,acs-gl1t,40,40,1460,803,23.2,36,38,928.0,2014-10-19,Windows
4876,acs-nsb1313a,4,4,11,1,15.9,2,478,63.6,2014-10-19,Windows
4877,acs-nsb2303,34,11,187,80,3.4,5,40,115.6,2014-10-19,Windows
4878,acs-nsb2311,4,3,12,9,0.8,3,15,3.2,2014-10-19,Windows
4857,acs-ebu3a161,27,13,206,113,5.1,7,43,137.7,2014-10-19,Windows
4861,acs-gl1al,25,23,843,483,27.8,33,50,695.0,2014-10-19,Windows
1383,acs-hh1155,1,1,1,1,0.1,1,8,0.1,2014-10-19,Mac
4863,acs-gl2w,54,51,2859,1560,26.3,52,30,1420.2,2014-10-19,Windows
1382,acs-gl1w,17,16,478,325,26.6,28,57,452.2,2014-10-19,Mac
4934,acs-ebu2-335,13,13,78,71,11.8,6,118,153.4,2014-10-26,Windows
4935,acs-ebu2-339,2,2,5,3,7.1,2,213,14.2,2014-10-26,Windows
4936,acs-ebu3a108,7,4,21,15,4.7,3,94,32.9,2014-10-26,Windows
4937,acs-ebu3a161,27,15,302,110,6.6,11,35,178.2,2014-10-26,Windows
4938,acs-econ100,20,15,324,178,9.3,16,34,186.0,2014-10-26,Windows
4939,acs-econ304,17,12,200,50,7.0,11,38,119.0,2014-10-26,Windows
4940,acs-erc117,30,29,665,418,16.0,22,43,480.0,2014-10-26,Windows
4944,acs-glbw,53,52,1966,864,24.1,37,39,1277.3,2014-10-26,Windows
4942,acs-gl1t,40,35,1316,680,18.0,32,33,720.0,2014-10-26,Windows
4943,acs-gl2w,53,47,2561,1397,21.1,48,26,1118.3,2014-10-26,Windows
4945,acs-hh1155,1,1,4,4,0.6,4,8,0.6,2014-10-26,Windows
4933,acs-ebu2-333,3,3,5,5,2.1,1,125,6.3,2014-10-26,Windows
4948,acs-may2544,15,15,169,138,17.8,11,97,267.0,2014-10-26,Windows
4947,acs-irps,10,10,371,129,10.7,37,17,107.0,2014-10-26,Windows
4946,acs-hss6033,2,2,42,19,5.2,21,14,10.4,2014-10-26,Windows
4941,acs-gl1al,24,19,754,441,17.6,31,34,422.4,2014-10-26,Windows
4932,acs-ebu2-330,15,15,107,92,12.3,7,105,184.5,2014-10-26,Windows
4924,acs-cseb250,1,1,15,12,12.8,15,51,12.8,2014-10-26,Windows
4930,acs-ebu2-311,6,3,9,1,0.0,1,2,0.0,2014-10-26,Windows
1419,acs-may2306,7,6,87,85,12.0,12,60,84.0,2014-10-26,Mac
1420,acs-may2326,8,8,92,90,10.4,11,56,83.2,2014-10-26,Mac
1421,acs-may4623,25,21,127,54,10.6,5,126,265.0,2014-10-26,Mac
1422,acs-mgh2116,1,1,1,1,1.3,1,78,1.3,2014-10-26,Mac
4912,ALL-VLAB,138,114,4616,1529,23.4,33,42,3229.2,2014-10-26,Windows
4913,ALL-XP,1087,470,24290,8313,12.5,22,34,13587.5,2014-10-26,Windows
4914,acms-ga,138,114,4616,1529,23.4,33,42,3229.2,2014-10-26,Windows
4915,acs-apm3402,24,23,34,32,0.8,1,45,19.2,2014-10-26,Windows
4916,acs-apm3432,41,31,762,574,7.2,18,23,295.2,2014-10-26,Windows
4917,acs-b349,28,28,583,301,16.3,20,49,456.4,2014-10-26,Windows
4918,acs-bh1329,1,1,1,1,0.8,1,47,0.8,2014-10-26,Windows
4919,acs-bh1413,1,1,1,1,0.1,1,6,0.1,2014-10-26,Windows
4920,acs-ccc,3,3,87,51,1.9,29,4,5.7,2014-10-26,Windows
4921,acs-courtrm,7,7,7,1,0.0,1,0,0.0,2014-10-26,Windows
4922,acs-csb115,30,22,214,133,3.9,7,33,117.0,2014-10-26,Windows
4923,acs-cseb220,16,3,29,25,0.6,1,38,9.6,2014-10-26,Windows
4925,acs-ebu2-121,1,1,7,2,5.3,7,45,5.3,2014-10-26,Windows
4926,acs-ebu2-127,1,1,1,1,1.5,1,88,1.5,2014-10-26,Windows
4927,acs-ebu2-203,32,25,561,298,14.0,17,49,448.0,2014-10-26,Windows
4928,acs-ebu2-205,26,18,252,160,8.2,9,54,213.2,2014-10-26,Windows
4929,acs-ebu2-239,32,26,467,265,15.2,14,65,486.4,2014-10-26,Windows
4931,acs-ebu2-315,4,2,24,18,1.8,6,17,7.2,2014-10-26,Windows
4949,acs-may2722,6,6,70,41,2.0,11,10,12.0,2014-10-26,Windows
4958,acs-nsb2311,4,2,11,7,0.9,2,26,3.6,2014-10-26,Windows
4951,acs-may3544,7,7,35,15,6.9,5,82,48.3,2014-10-26,Windows
4981,acs-wlh2217c,5,3,21,15,4.3,4,63,21.5,2014-10-26,Windows
4982,acs-yh1146,2,1,2,2,2.1,1,128,4.2,2014-10-26,Windows
4983,acs-yh1322,2,2,4,2,1.7,2,51,3.4,2014-10-26,Windows
4984,acs-yh1344,4,2,7,4,1.9,1,114,7.6,2014-10-26,Windows
4985,acs-yh2310,1,1,4,2,0.8,4,11,0.8,2014-10-26,Windows
4986,acs-yh2332,1,1,3,2,4.2,3,84,4.2,2014-10-26,Windows
4987,acs-yh2410,7,7,124,44,21.5,17,76,150.5,2014-10-26,Windows
4988,acs-yh2432,7,7,102,39,26.0,14,111,182.0,2014-10-26,Windows
4989,acs-yh3020,24,21,171,105,6.8,7,58,163.2,2014-10-26,Windows
4990,acs-yh3136,1,1,11,7,9.3,11,51,9.3,2014-10-26,Windows
4991,acs-yh4124,13,11,21,17,3.8,1,228,49.4,2014-10-26,Windows
1423,acs-osb10,1,1,4,4,0.6,4,9,0.6,2014-10-26,Mac
1424,acs-pch240,17,16,31,27,0.6,1,35,10.2,2014-10-26,Mac
1425,acs-pch264,24,12,282,149,7.2,11,39,172.8,2014-10-26,Mac
1426,acs-pch440,22,15,40,12,2.6,1,155,57.2,2014-10-26,Mac
